response_id,employee_id,department,level,submitted_date,q_pipeline_confidence,q_sql_literacy,q_etl_understanding,q_communicate_data,q_spreadsheet_skill,q_data_for_change,q_data_viz,q_when_to_adopt_ai,q_help_others_adopt,q_lead_change_mgmt,freq_ai_email,freq_ai_reports,freq_ai_code,freq_ai_review,primary_barrier
237,253,Customer Service,2,2023-06-15,3,2,3,2,3,2,2,3,2,2,2,3,1,1,Trust in output
238,254,Sales,3,2023-06-15,2,3,4,2,4,2,2,2,1,2,3,2,1,1,Unclear value
239,255,Accounting,2,2023-06-15,4,3,4,2,4,3,2,2,2,2,4,3,1,2,Skill gap
240,256,Human Resources,3,2023-06-15,4,3,3,3,4,3,3,3,3,2,3,2,2,3,Time pressure
241,257,Human Resources,3,2023-06-15,2,2,1,2,2,1,2,2,1,2,2,1,2,1,Unclear value
242,258,Customer Service,2,2023-06-15,4,2,3,4,4,4,3,2,3,4,2,2,1,3,Unclear value
243,259,Sales,2,2023-06-15,4,4,3,4,4,3,2,3,2,4,3,2,3,4,Skill gap
244,260,Sales,3,2023-06-15,3,2,2,3,2,2,1,2,2,2,2,3,1,1,Skill gap
245,261,Administration,1,2023-06-15,2,1,2,1,2,3,2,1,2,2,2,1,1,2,Unclear value
246,262,Warehouse,3,2023-06-15,5,4,4,5,4,4,3,5,4,3,3,5,3,4,Trust in output
247,263,Human Resources,3,2023-06-15,4,4,4,4,5,4,4,4,4,4,4,2,2,3,Unclear value
248,264,Human Resources,3,2023-06-15,3,2,4,4,4,3,3,4,3,3,4,4,1,2,Unclear value
249,265,Sales,2,2023-06-15,4,3,3,3,3,4,3,4,2,3,4,2,3,2,Unclear value
250,266,Accounting,2,2023-06-15,1,3,2,2,4,1,1,3,2,1,1,1,1,1,Time pressure
251,267,Accounting,3,2023-06-15,4,2,3,3,4,4,4,4,3,3,3,3,3,3,Time pressure
252,268,Customer Service,2,2023-06-15,3,2,3,2,3,3,4,2,3,3,4,3,3,3,None
253,269,Customer Service,2,2023-06-15,2,2,2,2,3,2,1,2,2,2,2,2,1,1,Skill gap
254,270,Warehouse,1,2023-06-15,1,2,1,2,3,3,2,2,3,3,2,1,2,2,Unclear value
255,271,Accounting,2,2023-06-15,3,4,3,4,4,4,4,3,4,3,4,3,2,3,Time pressure
256,272,Warehouse,1,2023-06-15,2,1,1,1,2,1,1,1,2,1,2,1,1,3,Skill gap
257,273,Administration,2,2023-06-15,3,2,2,3,4,2,2,3,2,3,4,1,1,2,Unclear value
258,274,Warehouse,1,2023-06-15,1,1,2,2,2,1,1,2,1,1,2,1,1,1,Data privacy
259,275,Administration,1,2023-06-15,2,2,3,3,3,2,2,2,2,2,2,3,2,1,Data privacy
260,276,Customer Service,2,2023-06-15,2,3,2,3,3,3,3,3,1,4,3,1,3,2,Skill gap
261,277,Warehouse,1,2023-06-15,1,1,2,2,4,1,2,1,2,1,1,2,1,1,Skill gap
262,278,Administration,2,2023-06-15,1,2,2,2,4,2,3,4,1,3,4,1,1,3,Skill gap
263,279,Sales,3,2023-06-15,4,4,4,4,4,4,3,3,4,4,4,2,1,4,Trust in output
264,280,Administration,1,2023-06-15,1,2,1,2,3,3,1,1,2,2,3,1,1,1,Skill gap
265,281,Customer Service,2,2023-06-15,3,2,3,3,4,4,3,4,2,3,3,2,2,2,Unclear value
266,282,Customer Service,2,2023-06-15,2,3,3,3,4,3,2,4,3,3,3,3,3,1,Time pressure
267,283,Customer Service,2,2023-06-15,3,2,4,4,3,3,3,2,4,2,3,3,1,2,Time pressure
268,284,Human Resources,3,2023-06-15,3,2,3,5,4,3,2,2,2,3,3,3,2,2,Trust in output
269,285,Warehouse,3,2023-06-15,2,3,2,4,3,3,3,2,1,1,1,2,1,1,Trust in output
270,286,Accounting,2,2023-06-15,2,2,2,3,5,3,3,2,3,4,2,3,1,3,Time pressure
271,287,Warehouse,1,2023-06-15,1,1,1,1,2,2,2,2,1,2,4,2,1,1,Skill gap
272,288,Customer Service,2,2023-06-15,1,2,3,2,3,3,1,2,1,2,1,2,1,1,Unclear value
273,289,Human Resources,3,2023-06-15,3,3,3,4,4,4,3,5,3,4,3,4,3,3,Time pressure
274,290,Sales,2,2023-06-15,2,3,3,1,2,2,2,2,2,2,2,3,1,1,Trust in output
275,291,Administration,2,2023-06-15,2,3,2,3,3,3,2,3,3,3,2,2,2,2,Skill gap
276,292,Sales,3,2023-06-15,4,3,2,4,3,5,3,5,3,5,4,2,3,2,None
277,293,Sales,2,2023-06-15,3,2,2,2,3,3,2,3,2,2,2,3,1,4,Data privacy
278,294,Customer Service,2,2023-06-15,2,2,1,3,3,3,3,4,2,3,3,2,1,2,Skill gap
279,295,Accounting,3,2023-06-15,3,2,2,3,2,3,2,3,3,3,3,4,2,2,Skill gap
280,296,Administration,2,2023-06-15,2,1,2,2,3,2,2,2,1,2,2,2,1,2,Skill gap
281,297,Customer Service,2,2023-06-15,2,3,3,4,4,5,3,3,3,3,4,2,3,3,Unclear value
282,298,Warehouse,3,2023-06-15,2,2,2,3,3,3,3,3,2,3,3,3,1,2,Trust in output
283,299,Administration,1,2023-06-15,4,2,2,2,4,3,2,2,3,3,3,2,1,3,Time pressure
284,300,Customer Service,2,2023-06-15,3,2,2,2,3,1,2,2,2,3,2,2,1,1,None
285,301,Sales,3,2023-06-15,2,3,2,3,4,1,2,2,2,3,3,3,2,2,Skill gap
286,302,Administration,1,2023-06-15,3,2,1,4,4,3,3,2,3,3,2,2,1,2,Trust in output
287,303,Customer Service,2,2023-06-15,3,2,3,2,4,2,2,2,2,3,3,1,1,2,Data privacy
288,304,Sales,2,2023-06-15,3,3,2,3,2,4,3,3,4,2,3,3,1,2,Trust in output
289,305,Warehouse,1,2023-06-15,2,2,3,3,4,2,4,3,2,2,3,3,1,1,Unclear value
290,306,Sales,3,2023-06-15,3,3,2,3,4,3,4,3,3,2,2,3,2,4,Unclear value
291,308,Human Resources,3,2023-06-15,2,1,2,3,3,2,2,3,2,3,2,3,1,1,Trust in output
292,309,Warehouse,3,2023-06-15,2,3,2,3,4,2,3,3,3,2,3,1,1,1,Time pressure
293,310,Accounting,2,2023-06-15,3,2,1,3,3,3,3,3,2,3,4,2,1,2,None
294,311,Human Resources,3,2023-06-15,2,3,4,3,5,4,2,4,3,4,3,3,3,2,Trust in output
295,312,Administration,2,2023-06-15,2,3,3,4,3,2,1,2,2,2,3,2,1,2,Time pressure
296,313,Warehouse,3,2023-06-15,2,2,4,2,3,2,2,2,3,3,2,4,2,1,Time pressure
297,314,Accounting,2,2023-06-15,3,2,4,4,4,4,4,3,3,4,3,2,1,3,None
298,315,Accounting,3,2023-06-15,4,4,3,3,5,4,3,4,4,3,3,3,2,3,None
299,316,Accounting,3,2023-06-15,3,3,3,2,4,3,4,2,3,4,3,1,2,4,Unclear value
300,318,Customer Service,2,2023-06-15,3,2,2,3,2,3,2,2,2,2,1,2,1,2,Trust in output
301,319,Customer Service,2,2023-06-15,3,3,3,5,4,4,2,2,3,3,4,3,3,3,Skill gap
302,320,Warehouse,1,2023-06-15,2,2,3,2,2,1,1,1,1,2,2,2,2,1,Time pressure
303,321,Warehouse,1,2023-06-15,2,1,2,3,3,2,2,3,1,2,3,1,1,1,Skill gap
304,322,Accounting,3,2023-06-15,4,4,3,4,4,3,4,2,4,3,3,2,2,2,Trust in output
305,323,Human Resources,3,2023-06-15,4,4,4,4,3,4,3,2,3,3,4,3,4,3,Skill gap
306,324,Customer Service,2,2023-06-15,3,3,3,3,3,2,2,3,1,2,3,2,2,2,Unclear value
307,326,Human Resources,3,2023-06-15,4,3,2,3,3,3,3,4,4,3,3,3,2,3,Skill gap
308,327,Administration,1,2023-06-15,1,1,1,2,3,2,2,2,1,2,1,3,1,1,Unclear value
309,328,Human Resources,3,2023-06-15,4,3,3,4,3,5,3,4,3,2,3,2,2,3,Skill gap
310,329,Accounting,2,2023-06-15,3,1,2,4,3,2,2,3,4,4,3,3,3,2,Data privacy
311,330,Customer Service,2,2023-06-15,2,3,3,3,3,3,3,3,3,3,3,2,1,3,Unclear value
312,331,Warehouse,3,2023-06-15,2,1,1,2,3,2,3,3,1,2,2,1,1,2,Skill gap
313,332,Customer Service,2,2023-06-15,3,3,4,4,3,3,2,4,2,3,2,3,2,3,None
314,333,Sales,2,2023-06-15,3,3,4,4,4,3,3,3,3,3,3,3,1,2,Unclear value
315,334,Accounting,3,2023-06-15,5,4,4,4,5,3,3,4,3,4,4,3,3,4,None
316,335,Human Resources,3,2023-06-15,2,3,3,4,3,4,2,2,3,4,3,3,1,4,Skill gap
317,337,Customer Service,2,2023-06-15,3,3,1,3,3,3,2,2,2,3,1,1,2,2,Data privacy
318,338,Accounting,2,2023-06-15,4,4,3,4,4,3,3,3,3,3,2,2,3,2,Trust in output
319,339,Accounting,3,2023-06-15,3,4,3,4,4,3,3,4,4,4,3,2,2,2,Trust in output
320,340,Warehouse,3,2023-06-15,3,2,2,3,4,2,3,3,2,2,3,2,1,3,Unclear value
321,341,Administration,1,2023-06-15,1,1,1,1,2,1,1,1,1,1,3,1,1,1,Skill gap
322,342,Customer Service,2,2023-06-15,2,3,1,3,3,3,2,4,2,2,2,2,2,3,Unclear value
323,343,Human Resources,3,2023-06-15,4,3,3,4,4,3,3,4,4,3,2,4,3,2,Unclear value
324,344,Warehouse,1,2023-06-15,2,3,2,1,2,2,2,3,2,2,3,1,2,1,Skill gap
325,345,Accounting,2,2023-06-15,1,3,2,3,4,3,3,2,2,1,3,2,3,3,Skill gap
326,346,Administration,1,2023-06-15,3,3,2,3,2,2,2,3,2,3,3,2,2,3,Skill gap
327,347,Administration,1,2023-06-15,2,2,1,2,2,2,2,2,1,2,1,2,3,2,Trust in output
328,348,Accounting,3,2023-06-15,4,3,2,3,4,3,3,3,2,3,3,2,2,2,Skill gap
329,349,Human Resources,3,2023-06-15,5,4,4,4,5,5,4,4,4,4,3,4,3,3,Data privacy
330,350,Administration,2,2023-06-15,2,3,3,3,4,3,3,3,2,4,3,3,1,3,Time pressure
331,351,Administration,1,2023-06-15,2,1,2,2,2,2,1,2,1,2,1,2,1,2,Unclear value
332,352,Human Resources,3,2023-06-15,3,3,2,3,4,4,3,4,4,3,4,2,1,3,Trust in output
333,353,Administration,2,2023-06-15,2,3,3,2,4,3,1,2,2,3,3,2,2,3,Unclear value
334,354,Sales,3,2023-06-15,4,4,4,4,4,3,3,4,3,3,5,3,2,4,None
335,355,Warehouse,1,2023-06-15,2,2,2,2,3,2,2,1,1,1,2,3,1,3,Data privacy
336,356,Warehouse,1,2023-06-15,1,1,1,1,2,1,1,1,1,1,1,1,1,1,Data privacy
337,357,Sales,3,2023-06-15,3,3,3,4,3,3,3,3,2,2,2,3,3,2,None
338,358,Sales,2,2023-06-15,4,3,3,3,3,3,3,4,3,3,4,2,2,3,Skill gap
339,359,Warehouse,1,2023-06-15,1,2,3,2,3,2,1,2,2,2,2,3,1,1,None
340,360,Customer Service,2,2023-06-15,2,3,3,2,5,2,2,3,3,3,2,3,2,1,Data privacy
341,361,Administration,2,2023-06-15,3,1,1,3,2,1,2,2,1,2,2,3,1,2,Time pressure
342,362,Sales,3,2023-06-15,3,3,3,4,4,4,4,4,3,4,3,3,2,3,Trust in output
343,363,Administration,2,2023-06-15,2,3,2,4,3,2,2,3,2,3,3,2,1,2,Time pressure
344,364,Administration,2,2023-06-15,2,2,2,3,3,2,2,3,1,3,2,1,2,1,Data privacy
345,365,Human Resources,3,2023-06-15,4,2,3,4,3,4,3,3,3,4,4,3,1,2,Data privacy
346,366,Accounting,3,2023-06-15,4,3,4,4,4,4,4,4,3,3,4,4,2,2,Trust in output
347,367,Warehouse,1,2023-06-15,1,1,1,1,3,1,1,2,2,2,3,1,1,1,Time pressure
348,368,Administration,1,2023-06-15,2,1,2,2,2,1,1,2,2,1,1,1,1,2,Trust in output
349,369,Accounting,3,2023-06-15,3,3,2,3,3,4,2,3,2,2,2,2,1,2,Skill gap
350,370,Sales,2,2023-06-15,3,2,2,3,3,2,2,3,2,2,3,1,1,2,None
351,371,Customer Service,2,2023-06-15,2,1,1,2,3,4,3,2,2,2,3,2,2,2,Skill gap
352,372,Administration,1,2023-06-15,2,3,2,2,3,2,1,2,2,2,3,1,1,3,Data privacy
353,373,Administration,2,2023-06-15,3,2,3,4,4,3,3,3,3,2,4,3,2,1,Unclear value
354,374,Customer Service,2,2023-06-15,3,2,3,2,3,3,3,2,2,3,2,4,2,2,Unclear value
355,375,Accounting,3,2023-06-15,3,3,2,3,3,3,4,3,3,4,3,2,2,3,Time pressure
356,376,Human Resources,3,2023-06-15,3,4,2,3,4,3,3,3,3,2,3,3,3,2,Time pressure
357,377,Human Resources,3,2023-06-15,4,5,5,5,5,4,5,5,5,5,5,5,4,5,Skill gap
358,378,Accounting,3,2023-06-15,3,3,3,4,5,4,4,4,3,4,3,3,3,2,None
359,379,Sales,3,2023-06-15,5,4,4,4,4,3,3,3,4,3,4,3,1,4,None
360,380,Customer Service,2,2023-06-15,2,1,3,3,2,2,1,3,2,1,1,2,3,1,Trust in output
361,381,Sales,2,2023-06-15,4,4,3,3,4,3,3,4,3,4,3,2,1,2,Time pressure
362,382,Accounting,3,2023-06-15,4,3,4,4,4,3,3,4,3,3,4,2,2,2,Time pressure
363,384,Sales,3,2023-06-15,3,2,3,2,4,3,4,4,3,4,4,2,1,3,Trust in output
364,385,Warehouse,3,2023-06-15,2,2,2,3,4,2,3,2,1,3,1,2,1,2,Unclear value
365,386,Human Resources,3,2023-06-15,3,4,4,4,5,3,4,4,3,5,3,3,3,3,Time pressure
366,387,Accounting,2,2023-06-15,1,2,2,1,2,1,2,4,2,3,2,2,1,2,Skill gap
367,388,Human Resources,3,2023-06-15,2,2,2,3,2,2,2,2,3,3,2,2,4,1,Time pressure
368,389,Human Resources,3,2023-06-15,3,3,4,3,4,5,2,4,3,4,3,3,3,2,Skill gap
369,390,Customer Service,2,2023-06-15,2,1,2,2,2,3,2,3,2,2,2,1,1,1,Skill gap
370,391,Sales,2,2023-06-15,2,2,1,2,4,3,2,3,2,3,1,1,2,1,Skill gap
371,392,Customer Service,2,2023-06-15,2,1,1,2,2,3,2,1,3,1,2,1,1,1,Data privacy
372,393,Accounting,2,2023-06-15,3,3,3,4,5,3,4,4,4,3,3,4,2,3,Skill gap
373,394,Customer Service,2,2023-06-15,3,2,3,3,4,3,2,2,2,3,2,3,3,3,Data privacy
374,395,Human Resources,3,2023-06-15,4,3,3,4,4,4,3,3,3,5,3,2,3,3,Time pressure
375,396,Human Resources,3,2023-06-15,2,3,3,5,4,3,3,3,4,2,3,2,3,2,Unclear value
376,397,Warehouse,1,2023-06-15,2,2,2,3,2,2,1,3,1,1,2,1,1,2,Data privacy
377,398,Warehouse,1,2023-06-15,1,1,2,1,2,2,2,1,1,1,1,3,1,1,Time pressure
378,399,Customer Service,2,2023-06-15,4,3,4,4,5,3,2,3,4,4,4,2,2,3,Skill gap
379,400,Administration,2,2023-06-15,3,2,2,3,4,2,1,2,2,2,4,1,2,2,Skill gap
380,401,Warehouse,1,2023-06-15,3,3,2,3,3,2,3,3,4,3,3,3,2,1,None
381,402,Human Resources,3,2023-06-15,3,4,4,2,3,3,4,4,3,4,2,3,2,2,Unclear value
382,403,Warehouse,1,2023-06-15,2,1,1,3,2,1,1,2,1,1,1,1,1,1,Time pressure
383,404,Sales,2,2023-06-15,3,3,4,3,4,3,3,3,2,2,3,2,2,1,Skill gap
384,405,Warehouse,3,2023-06-15,2,3,4,3,5,5,5,5,3,4,4,3,2,4,Skill gap
385,406,Warehouse,3,2023-06-15,2,2,3,2,3,3,2,3,2,2,3,2,2,2,Skill gap
386,407,Customer Service,2,2023-06-15,3,3,2,2,3,2,2,3,1,3,3,3,1,1,Trust in output
387,408,Warehouse,3,2023-06-15,1,2,2,2,3,2,2,2,2,3,1,1,1,1,Skill gap
388,409,Accounting,3,2023-06-15,3,2,3,4,3,2,3,3,2,2,3,3,2,3,Skill gap
389,410,Customer Service,2,2023-06-15,2,2,2,2,3,3,2,2,3,2,3,2,1,2,Data privacy
390,411,Administration,1,2023-06-15,2,3,1,2,3,1,2,2,2,2,1,1,1,1,None
391,412,Sales,2,2023-06-15,2,2,2,3,3,1,2,2,2,4,2,1,2,1,Skill gap
392,414,Administration,1,2023-06-15,3,3,2,3,4,2,3,2,2,2,2,3,3,2,Skill gap
393,415,Human Resources,3,2023-06-15,3,1,3,2,3,2,3,3,1,3,3,2,1,1,Data privacy
394,417,Human Resources,3,2023-06-15,4,3,2,4,4,3,4,4,4,4,3,3,1,3,Unclear value
395,418,Customer Service,2,2023-06-15,3,4,3,3,4,3,3,4,2,3,4,3,1,2,Unclear value
396,420,Sales,3,2023-06-15,3,2,3,3,4,2,2,3,3,3,2,3,2,2,Unclear value
397,421,Customer Service,2,2023-06-15,3,3,3,3,4,3,3,3,3,2,1,2,1,3,Unclear value
398,422,Sales,2,2023-06-15,3,3,4,2,4,3,4,3,3,3,3,3,2,3,Skill gap
399,423,Customer Service,2,2023-06-15,2,1,1,2,4,1,2,1,3,2,2,2,3,2,Skill gap
400,424,Warehouse,1,2023-06-15,2,2,2,3,3,1,2,3,2,2,3,2,2,2,None
401,425,Human Resources,3,2023-06-15,2,3,3,2,3,3,2,3,2,3,3,1,2,2,Trust in output
402,426,Accounting,3,2023-06-15,4,4,3,4,3,3,4,4,3,2,2,3,4,2,Time pressure
403,427,Human Resources,3,2023-06-15,4,4,3,3,3,4,3,4,3,2,3,3,2,3,Skill gap
404,428,Administration,2,2023-06-15,3,2,2,3,3,3,2,4,3,2,2,2,3,1,Unclear value
405,429,Administration,1,2023-06-15,2,3,1,3,3,2,2,3,2,3,2,1,1,3,Trust in output
406,431,Sales,3,2023-06-15,2,2,3,3,3,2,2,3,1,3,2,2,2,1,Time pressure
407,432,Sales,3,2023-06-15,4,4,3,3,4,4,3,4,2,3,4,4,1,1,Unclear value
408,433,Human Resources,3,2023-06-15,3,3,4,2,4,3,3,3,2,1,3,3,1,3,Trust in output
409,434,Sales,2,2023-06-15,3,3,2,4,2,3,2,3,3,3,4,3,3,1,Time pressure
410,435,Customer Service,2,2023-06-15,4,3,3,2,4,3,1,3,2,3,4,4,2,2,Trust in output
411,436,Accounting,3,2023-06-15,3,4,4,3,3,3,4,3,4,4,4,3,3,3,Time pressure
412,437,Accounting,2,2023-06-15,4,3,3,4,4,4,4,3,3,3,3,3,2,3,Unclear value
413,438,Sales,3,2023-06-15,3,4,3,4,5,5,5,4,3,5,5,3,3,1,None
414,439,Sales,2,2023-06-15,2,3,2,2,2,4,3,2,3,2,2,2,2,2,Time pressure
415,440,Administration,1,2023-06-15,2,3,1,2,4,2,2,2,2,1,1,1,1,1,Data privacy
416,441,Human Resources,3,2023-06-15,1,3,3,3,3,3,3,2,2,2,4,1,1,1,None
417,442,Warehouse,1,2023-06-15,2,1,1,2,3,2,2,2,1,1,2,2,1,1,Trust in output
418,443,Accounting,2,2023-06-15,3,2,1,2,4,3,3,2,3,3,3,2,2,2,Data privacy
419,444,Administration,2,2023-06-15,2,2,2,2,2,3,2,4,2,2,3,1,3,3,Trust in output
420,445,Administration,2,2023-06-15,2,2,2,3,3,3,1,3,1,2,1,4,1,3,Data privacy
421,446,Administration,1,2023-06-15,3,2,2,2,3,3,1,3,4,2,3,1,1,2,Unclear value
422,447,Customer Service,2,2023-06-15,4,3,3,4,4,4,3,5,4,3,3,3,3,5,None
423,448,Warehouse,1,2023-06-15,2,2,2,1,2,2,2,2,1,1,2,2,1,1,Trust in output
424,449,Warehouse,1,2023-06-15,2,1,1,1,2,2,2,2,1,1,1,1,2,1,Unclear value
425,450,Customer Service,2,2023-06-15,2,2,2,2,3,1,1,2,2,2,2,3,1,1,Skill gap
426,451,Administration,1,2023-06-15,2,2,2,2,3,3,3,3,2,2,1,3,1,2,Data privacy
427,452,Accounting,3,2023-06-15,3,2,3,3,5,3,3,3,4,4,3,3,3,3,Unclear value
428,453,Customer Service,2,2023-06-15,3,3,2,2,4,3,2,3,3,2,1,1,1,3,None
429,454,Customer Service,2,2023-06-15,1,1,1,3,2,3,3,3,2,2,2,2,1,1,None
430,455,Customer Service,2,2023-06-15,3,2,2,3,4,2,3,2,2,3,1,2,2,2,None
431,457,Accounting,3,2023-06-15,4,4,4,4,4,4,4,4,4,4,5,4,2,5,None
432,458,Sales,2,2023-06-15,3,3,4,4,4,4,3,2,4,4,4,4,2,3,Time pressure
433,459,Administration,1,2023-06-15,2,2,2,2,2,1,2,2,1,2,1,2,1,1,Unclear value
434,460,Human Resources,3,2023-06-15,3,3,3,3,4,3,4,4,4,2,3,3,1,1,Skill gap
435,461,Human Resources,3,2023-06-15,2,3,3,3,2,2,3,3,2,3,2,2,2,3,Trust in output
436,462,Administration,1,2023-06-15,1,2,1,1,1,2,2,3,3,1,2,1,1,1,Data privacy
437,463,Human Resources,3,2023-06-15,2,2,3,2,4,3,3,3,3,4,3,5,3,3,Skill gap
438,464,Accounting,3,2023-06-15,5,3,4,5,5,5,3,5,3,5,4,3,3,4,Data privacy
439,465,Warehouse,3,2023-06-15,2,2,1,1,2,2,2,4,2,1,2,1,1,2,Skill gap
440,466,Warehouse,3,2023-06-15,3,1,2,3,4,2,2,3,2,2,2,1,2,1,None
441,467,Customer Service,2,2023-06-15,3,1,1,1,3,2,2,2,2,2,1,2,1,3,Skill gap
442,468,Warehouse,3,2023-06-15,1,2,3,3,3,4,1,2,1,1,2,1,1,1,Skill gap
443,469,Customer Service,2,2023-06-15,3,2,2,3,4,2,1,3,3,3,2,3,3,2,Skill gap
444,470,Human Resources,3,2023-06-15,4,4,3,4,4,4,4,4,4,4,4,3,3,2,Time pressure
445,471,Warehouse,3,2023-06-15,2,4,2,3,3,3,3,1,2,2,2,1,1,2,Trust in output
446,472,Sales,3,2023-06-15,3,3,3,2,3,3,3,4,3,3,3,3,2,2,Time pressure
447,473,Warehouse,3,2023-06-15,3,2,1,3,3,3,3,2,3,3,3,2,4,3,Data privacy
448,474,Warehouse,3,2023-06-15,2,2,1,3,3,2,3,3,2,2,2,3,1,1,Skill gap
449,475,Accounting,2,2023-06-15,3,3,2,3,3,3,3,4,2,3,4,3,2,3,Time pressure
450,476,Customer Service,2,2023-06-15,3,3,3,3,4,4,4,4,3,4,4,2,3,1,Unclear value
451,477,Warehouse,1,2023-06-15,2,1,1,2,3,2,2,1,1,1,1,2,1,1,Data privacy
452,478,Sales,2,2023-06-15,2,3,3,3,5,3,4,4,3,2,4,3,2,1,Trust in output
453,479,Sales,2,2023-06-15,3,2,3,2,5,3,3,4,3,2,3,2,2,2,None
454,480,Accounting,3,2023-06-15,4,3,4,4,5,3,2,4,4,5,5,3,2,3,Skill gap
455,481,Warehouse,3,2023-06-15,3,3,2,3,4,2,3,2,2,2,2,2,2,4,Skill gap
456,482,Customer Service,2,2023-06-15,2,1,1,1,2,3,2,2,3,1,2,1,1,1,Skill gap
457,483,Sales,3,2023-06-15,3,3,3,2,3,3,2,3,3,3,3,2,3,1,Skill gap
458,484,Administration,2,2023-06-15,3,1,1,2,2,2,2,2,3,2,2,1,2,2,Trust in output
459,485,Human Resources,3,2023-06-15,3,3,3,3,4,4,3,2,2,3,3,3,1,3,Skill gap
460,486,Human Resources,3,2023-06-15,3,2,2,3,3,3,4,3,2,2,3,1,1,2,Skill gap
461,487,Administration,2,2023-06-15,2,1,2,3,3,2,2,3,3,3,3,1,3,2,Skill gap
462,488,Sales,2,2023-06-15,4,3,4,4,4,3,3,2,3,3,3,3,1,2,Trust in output
463,489,Sales,3,2023-06-15,4,4,4,5,5,4,5,4,3,5,4,2,4,3,Time pressure
464,490,Warehouse,3,2023-06-15,2,3,2,3,3,3,3,2,2,4,3,2,3,3,None
465,491,Sales,2,2023-06-15,2,2,3,2,2,3,1,3,2,1,3,2,1,2,Unclear value
466,492,Sales,2,2023-06-15,2,2,3,2,4,3,2,3,3,2,3,2,2,4,Skill gap
467,493,Accounting,3,2023-06-15,4,3,3,4,4,4,4,2,4,5,3,4,4,3,Skill gap
468,494,Human Resources,3,2023-06-15,3,3,3,3,4,3,2,2,3,3,2,1,1,3,Unclear value
469,495,Administration,2,2023-06-15,2,2,1,3,2,2,2,3,2,2,2,3,3,1,Skill gap
470,496,Accounting,2,2023-06-15,3,3,3,1,4,4,3,3,2,3,3,2,2,1,None
471,497,Sales,3,2023-06-15,2,3,3,3,4,3,3,3,2,3,3,3,2,1,Data privacy
472,498,Accounting,2,2023-06-15,3,3,3,1,3,2,3,2,2,1,4,1,2,1,Trust in output
473,499,Warehouse,1,2023-06-15,3,2,1,1,3,1,1,1,2,2,4,2,1,1,Time pressure
